Subfield,Piecewise Linear Function,Bin_1,Bin_2,Bin_3,Bin_4,Bin_5,Bin_6,Bin_7,Bin_8,Slope_1,Intercept_1,Slope_2,Intercept_2,Slope_3,Intercept_3,Slope_4,Intercept_4,Slope_5,Intercept_5,Slope_6,Intercept_6,Slope_7,Intercept_7,Slope_8,Intercept_8,Total Calculated RSC,Total RSC (Ground Truth),Average RSC per Citation
Accounting,"Piecewise Linear Function:
Bin 1 [1,2]: log10(RSC) = 0.2965 * log10(Citations) + 0.5715
Bin 2 [2,8]: log10(RSC) = 0.4716 * log10(Citations) + 0.5070
Bin 3 [8,24]: log10(RSC) = 0.7961 * log10(Citations) + 0.2252
Bin 4 [24,59]: log10(RSC) = 1.2381 * log10(Citations) + -0.3721
Bin 5 [59,148]: log10(RSC) = 1.7365 * log10(Citations) + -1.2621
Bin 6 [148,331]: log10(RSC) = 1.8737 * log10(Citations) + -1.5431
Bin 7 [331,443]: log10(RSC) = 1.7005 * log10(Citations) + -1.1160
Bin 8 [443,461]: log10(RSC) = 14.0811 * log10(Citations) + -33.8862
","[1,2]","[2,8]","[8,24]","[24,59]","[59,148]","[148,331]","[331,443]","[443,461]",0.29653685309863714,0.5714564217425834,0.47158756941691465,0.5069573283678406,0.7960508424810373,0.2251807765713949,1.2380924068372519,-0.37209129781407224,1.7364962654136007,-1.2620952597959594,1.8737224834431756,-1.5431432114408032,1.700491179871951,-1.115965965408959,14.081145145562077,-33.88623696378078,457670.418618013,457670.41861818463,1.4704317720475022
Acoustics_and_Ultrasonics,"Piecewise Linear Function:
Bin 1 [1,4]: log10(RSC) = 0.2166 * log10(Citations) + 0.3952
Bin 2 [4,13]: log10(RSC) = 0.5808 * log10(Citations) + 0.1635
Bin 3 [13,32]: log10(RSC) = 1.0556 * log10(Citations) + -0.3560
Bin 4 [32,61]: log10(RSC) = 1.5875 * log10(Citations) + -1.1570
Bin 5 [61,140]: log10(RSC) = 1.9824 * log10(Citations) + -1.8153
Bin 6 [140,200]: log10(RSC) = 1.7295 * log10(Citations) + -1.3314
Bin 7 [200,200]: log10(RSC) = 0.0000 * log10(Citations) + 2.7276
Bin 8 [200,200]: log10(RSC) = 0.0000 * log10(Citations) + 2.7276
","[1,4]","[4,13]","[13,32]","[32,61]","[61,140]","[140,200]","[200,200]","[200,200]",0.21657124971148572,0.39518941679188063,0.5807747876753973,0.16346278398913328,1.0555850272532226,-0.3559830732466428,1.5874604247454358,-1.1570231978226242,1.9824332489579268,-1.815317628845152,1.7294741975594454,-1.3313835681219413,0,2.7276152646739815,0,2.7276152646739815,18214.57524483226,18214.575244833723,0.7559169673320161
Aerospace_Engineering,"Piecewise Linear Function:
Bin 1 [1,3]: log10(RSC) = 0.2636 * log10(Citations) + 0.3824
Bin 2 [3,10]: log10(RSC) = 0.5313 * log10(Citations) + 0.2490
Bin 3 [10,26]: log10(RSC) = 0.9369 * log10(Citations) + -0.1489
Bin 4 [26,60]: log10(RSC) = 1.3436 * log10(Citations) + -0.7088
Bin 5 [60,160]: log10(RSC) = 1.6531 * log10(Citations) + -1.2518
Bin 6 [160,359]: log10(RSC) = 1.8667 * log10(Citations) + -1.7541
Bin 7 [359,494]: log10(RSC) = 1.0508 * log10(Citations) + 0.4044
Bin 8 [494,1430]: log10(RSC) = 1.2473 * log10(Citations) + -0.1226
","[1,3]","[3,10]","[10,26]","[26,60]","[60,160]","[160,359]","[359,494]","[494,1430]",0.26361953555166395,0.38240072911003764,0.5312640019045695,0.24898386052475074,0.9368936426887948,-0.1489352697586166,1.3436077598045197,-0.708836932048057,1.6530749281588402,-1.2517839350382407,1.8666873929853267,-1.7541341132399557,1.050832052541524,0.4043890994381161,1.247331107431001,-0.12260657515137785,871176.2921900455,871176.292191268,0.8912891225290357
Aging,"Piecewise Linear Function:
Bin 1 [1,5]: log10(RSC) = 0.2076 * log10(Citations) + 0.4318
Bin 2 [5,15]: log10(RSC) = 0.5565 * log10(Citations) + 0.1973
Bin 3 [15,38]: log10(RSC) = 1.0172 * log10(Citations) + -0.3414
Bin 4 [38,93]: log10(RSC) = 1.2546 * log10(Citations) + -0.7095
Bin 5 [93,252]: log10(RSC) = 1.3247 * log10(Citations) + -0.8410
Bin 6 [252,1125]: log10(RSC) = 0.7948 * log10(Citations) + 0.6029
Bin 7 [1125,1125]: log10(RSC) = 0.0000 * log10(Citations) + 2.9915
Bin 8 [1125,1125]: log10(RSC) = 0.0000 * log10(Citations) + 2.9915
","[1,5]","[5,15]","[15,38]","[38,93]","[93,252]","[252,1125]","[1125,1125]","[1125,1125]",0.20755437082849315,0.43183527781372294,0.5564819548429804,0.19734163839798158,1.0172004822125473,-0.3414229547188028,1.254606150154885,-0.7094753115364754,1.324728766460909,-0.8409755430756436,0.7947597220561733,0.602902715930365,0,2.991535386840922,0,2.991535386840922,42148.81692270299,42148.81692270742,0.671523068583357
Agronomy_and_Crop_Science,"Piecewise Linear Function:
Bin 1 [1,3]: log10(RSC) = 0.2710 * log10(Citations) + 0.4211
Bin 2 [3,9]: log10(RSC) = 0.5284 * log10(Citations) + 0.3029
Bin 3 [9,23]: log10(RSC) = 0.9705 * log10(Citations) + -0.1058
Bin 4 [23,47]: log10(RSC) = 1.5037 * log10(Citations) + -0.8144
Bin 5 [47,122]: log10(RSC) = 1.6448 * log10(Citations) + -1.0562
Bin 6 [122,273]: log10(RSC) = 1.6949 * log10(Citations) + -1.1499
Bin 7 [273,286]: log10(RSC) = 9.6941 * log10(Citations) + -20.5689
Bin 8 [286,351]: log10(RSC) = 2.3692 * log10(Citations) + -2.5499
","[1,3]","[3,9]","[9,23]","[23,47]","[47,122]","[122,273]","[273,286]","[286,351]",0.2710417500383215,0.42112851525301553,0.5283625381378647,0.30291407270920223,0.970508519065515,-0.10576763860146554,1.5036621439079885,-0.8143827581313421,1.6447545152679488,-1.056172084768754,1.6949359260190413,-1.149943279478828,9.694133301275539,-20.568854358632898,2.3692200393700937,-2.549908801162621,234023.74905369416,234023.74905372036,1.0901964439616427
Algebra_and_Number_Theory,"Piecewise Linear Function:
Bin 1 [1,2]: log10(RSC) = 0.4204 * log10(Citations) + 0.4957
Bin 2 [2,4]: log10(RSC) = 0.6699 * log10(Citations) + 0.4185
Bin 3 [4,11]: log10(RSC) = 1.0060 * log10(Citations) + 0.1973
Bin 4 [11,24]: log10(RSC) = 1.4019 * log10(Citations) + -0.1910
Bin 5 [24,56]: log10(RSC) = 1.7612 * log10(Citations) + -0.7098
Bin 6 [56,265]: log10(RSC) = 0.9875 * log10(Citations) + 0.7197
Bin 7 [265,265]: log10(RSC) = 0.0000 * log10(Citations) + 3.1051
Bin 8 [265,265]: log10(RSC) = 0.0000 * log10(Citations) + 3.1051
","[1,2]","[2,4]","[4,11]","[11,24]","[24,56]","[56,265]","[265,265]","[265,265]",0.42040285079810186,0.495745797447575,0.669925153658851,0.41846415873204906,1.0060116440617606,0.19731074024302464,1.4018574143609797,-0.19104201425763012,1.7611879832429325,-0.7097901349457203,0.9875176877817113,0.7196784500357569,0,3.1051385160273224,0,3.1051385160273224,69097.17860099988,69097.17860101895,2.157399107062566
Analytical_Chemistry,"Piecewise Linear Function:
Bin 1 [1,5]: log10(RSC) = 0.2154 * log10(Citations) + 0.3918
Bin 2 [5,14]: log10(RSC) = 0.5721 * log10(Citations) + 0.1553
Bin 3 [14,33]: log10(RSC) = 1.1175 * log10(Citations) + -0.4680
Bin 4 [33,66]: log10(RSC) = 1.5691 * log10(Citations) + -1.1338
Bin 5 [66,167]: log10(RSC) = 1.6886 * log10(Citations) + -1.3190
Bin 6 [167,513]: log10(RSC) = 1.5432 * log10(Citations) + -0.9959
Bin 7 [513,953]: log10(RSC) = 0.4583 * log10(Citations) + 1.8770
Bin 8 [953,1349]: log10(RSC) = 1.3963 * log10(Citations) + -0.9173
","[1,5]","[5,14]","[14,33]","[33,66]","[66,167]","[167,513]","[513,953]","[953,1349]",0.21535720139069411,0.3917699938733117,0.5720826654262257,0.1552541477448941,1.1174694908355882,-0.46801309467433205,1.569117437928965,-1.133839120980299,1.6885797777920972,-1.318969631418005,1.5431763886877359,-0.9959141698483243,0.4582717201313211,1.877020162860452,1.3962518205233554,-0.9173096951574813,204970.4860077283,204970.48600750783,0.7329877162454478
Anatomy,"Piecewise Linear Function:
Bin 1 [1,1]: log10(RSC) = 0.0000 * log10(Citations) + 0.8219
Bin 2 [1,3]: log10(RSC) = 0.6396 * log10(Citations) + 0.8192
Bin 3 [3,7]: log10(RSC) = 0.8982 * log10(Citations) + 0.7257
Bin 4 [7,20]: log10(RSC) = 0.9333 * log10(Citations) + 0.7194
Bin 5 [20,45]: log10(RSC) = 1.4208 * log10(Citations) + 0.1118
Bin 6 [45,448]: log10(RSC) = 0.2751 * log10(Citations) + 2.1402
Bin 7 [448,448]: log10(RSC) = 0.0000 * log10(Citations) + 2.8689
Bin 8 [448,448]: log10(RSC) = 0.0000 * log10(Citations) + 2.8689
","[1,1]","[1,3]","[3,7]","[7,20]","[20,45]","[45,448]","[448,448]","[448,448]",0,0.8219227540925989,0.6396121319735567,0.8192423579567188,0.8982041055214338,0.7256878097435255,0.9332610108468655,0.7193721974269086,1.4208029669343456,0.1118279353675713,0.2750673376916446,2.140217922719686,0,2.8689182543359157,0,2.8689182543359157,26838.271537634344,26838.27153763344,5.025893546373473
Anesthesiology_and_Pain_Medicine,"Piecewise Linear Function:
Bin 1 [1,3]: log10(RSC) = 0.2846 * log10(Citations) + 0.4280
Bin 2 [3,8]: log10(RSC) = 0.5703 * log10(Citations) + 0.3002
Bin 3 [8,21]: log10(RSC) = 0.9524 * log10(Citations) + -0.0376
Bin 4 [21,51]: log10(RSC) = 1.2425 * log10(Citations) + -0.4094
Bin 5 [51,205]: log10(RSC) = 1.2135 * log10(Citations) + -0.3256
Bin 6 [205,449]: log10(RSC) = 1.5466 * log10(Citations) + -1.1845
Bin 7 [449,756]: log10(RSC) = 0.9313 * log10(Citations) + 0.5043
Bin 8 [756,756]: log10(RSC) = 0.0000 * log10(Citations) + 3.1850
","[1,3]","[3,8]","[8,21]","[21,51]","[51,205]","[205,449]","[449,756]","[756,756]",0.2846408488658936,0.42795797356187204,0.5702811362713502,0.30019216644175556,0.9523920678493997,-0.0375983794700796,1.2424823157019247,-0.4094232591387992,1.2134776343064513,-0.32563202743488184,1.5466054586831866,-1.1844771042007758,0.9312587502360241,0.5043078711065343,0,3.184956480912144,86430.9132144755,86430.91321447812,1.103561200389115
Animal_Science_and_Zoology,"Piecewise Linear Function:
Bin 1 [1,4]: log10(RSC) = 0.2272 * log10(Citations) + 0.3906
Bin 2 [4,12]: log10(RSC) = 0.5643 * log10(Citations) + 0.1890
Bin 3 [12,30]: log10(RSC) = 1.0485 * log10(Citations) + -0.3297
Bin 4 [30,64]: log10(RSC) = 1.4245 * log10(Citations) + -0.8735
Bin 5 [64,154]: log10(RSC) = 1.9612 * log10(Citations) + -1.8219
Bin 6 [154,487]: log10(RSC) = 1.2325 * log10(Citations) + -0.2748
Bin 7 [487,797]: log10(RSC) = 0.9764 * log10(Citations) + 0.4479
Bin 8 [797,919]: log10(RSC) = 3.4066 * log10(Citations) + -6.6056
","[1,4]","[4,12]","[12,30]","[30,64]","[64,154]","[154,487]","[487,797]","[797,919]",0.2271766426418105,0.3906090827579385,0.5642635946247953,0.18902884478919163,1.0485427151022957,-0.32971573899588136,1.4245233630920175,-0.873511362075774,1.9611971920978593,-1.8218993417176141,1.232474598101235,-0.2748127153993831,0.9764020389035218,0.44793196753436204,3.4065724129863595,-6.605599950147074,235673.04267125437,235673.04267106834,0.8002751966832639
Anthropology,"Piecewise Linear Function:
Bin 1 [1,1]: log10(RSC) = 0.0000 * log10(Citations) + 0.8166
Bin 2 [1,5]: log10(RSC) = 0.3971 * log10(Citations) + 0.8218
Bin 3 [5,18]: log10(RSC) = 0.7708 * log10(Citations) + 0.5124
Bin 4 [18,44]: log10(RSC) = 1.1904 * log10(Citations) + 0.0281
Bin 5 [44,130]: log10(RSC) = 1.4829 * log10(Citations) + -0.4342
Bin 6 [130,451]: log10(RSC) = 1.1047 * log10(Citations) + 0.3686
Bin 7 [451,564]: log10(RSC) = 2.1701 * log10(Citations) + -2.4806
Bin 8 [564,564]: log10(RSC) = 0.0000 * log10(Citations) + 3.4899
","[1,1]","[1,5]","[5,18]","[18,44]","[44,130]","[130,451]","[451,564]","[564,564]",0,0.8166372196666378,0.39706919980505667,0.8217895770947341,0.7708112104495529,0.5124452941980193,1.1903565277459942,0.028103267616139904,1.4828716673874218,-0.4341700883627406,1.1046622000886122,0.36859561780369665,2.17008688953129,-2.4806115751808857,0,3.4899031378147587,186046.34358077915,186046.34358074467,2.9505406959127614
Applied_Mathematics,"Piecewise Linear Function:
Bin 1 [1,2]: log10(RSC) = 0.3403 * log10(Citations) + 0.4345
Bin 2 [2,6]: log10(RSC) = 0.5854 * log10(Citations) + 0.3504
Bin 3 [6,15]: log10(RSC) = 0.9786 * log10(Citations) + 0.0563
Bin 4 [15,32]: log10(RSC) = 1.3907 * log10(Citations) + -0.4119
Bin 5 [32,81]: log10(RSC) = 1.6080 * log10(Citations) + -0.7262
Bin 6 [81,226]: log10(RSC) = 1.3146 * log10(Citations) + -0.0920
Bin 7 [226,253]: log10(RSC) = 3.1723 * log10(Citations) + -4.4260
Bin 8 [253,437]: log10(RSC) = 1.3211 * log10(Citations) + 0.0509
","[1,2]","[2,6]","[6,15]","[15,32]","[32,81]","[81,226]","[226,253]","[253,437]",0.3402840352944638,0.43447341664189937,0.5853528393328706,0.35041369541673717,0.9786040661794909,0.056326935209204065,1.3906529909355942,-0.41192013285520934,1.6080279293313682,-0.7261967888717469,1.3145991009787548,-0.09197322812368824,3.17227121667179,-4.425953260252637,1.3210619685007485,0.05088858491740744,288719.8403795388,288719.84037920943,1.5440967380967188
Applied_Microbiology_and_Biotechnology,"Piecewise Linear Function:
Bin 1 [1,4]: log10(RSC) = 0.2308 * log10(Citations) + 0.4952
Bin 2 [4,12]: log10(RSC) = 0.5155 * log10(Citations) + 0.3328
Bin 3 [12,36]: log10(RSC) = 0.8659 * log10(Citations) + -0.0437
Bin 4 [36,98]: log10(RSC) = 1.1951 * log10(Citations) + -0.5352
Bin 5 [98,511]: log10(RSC) = 1.0460 * log10(Citations) + -0.2448
Bin 6 [511,5709]: log10(RSC) = 0.5889 * log10(Citations) + 0.9556
Bin 7 [5709,5709]: log10(RSC) = 0.0000 * log10(Citations) + 3.1335
Bin 8 [5709,5709]: log10(RSC) = 0.0000 * log10(Citations) + 3.1335
","[1,4]","[4,12]","[12,36]","[36,98]","[98,511]","[511,5709]","[5709,5709]","[5709,5709]",0.23084590167065872,0.49523233027247326,0.515453395075359,0.33283364565069196,0.865889195614991,-0.043708190983295925,1.195129989557356,-0.5351970485352562,1.046046499291562,-0.24482494711906666,0.5888972973954805,0.9555793687151142,0,3.1334686840577612,0,3.1334686840577612,65054.91967074084,65054.919670740346,0.7517150016262721
Applied_Psychology,"Piecewise Linear Function:
Bin 1 [1,4]: log10(RSC) = 0.2331 * log10(Citations) + 0.4528
Bin 2 [4,12]: log10(RSC) = 0.5335 * log10(Citations) + 0.2769
Bin 3 [12,36]: log10(RSC) = 0.8679 * log10(Citations) + -0.0768
Bin 4 [36,91]: log10(RSC) = 1.2005 * log10(Citations) + -0.5969
Bin 5 [91,341]: log10(RSC) = 1.2840 * log10(Citations) + -0.7628
Bin 6 [341,673]: log10(RSC) = 2.1450 * log10(Citations) + -3.0909
Bin 7 [673,988]: log10(RSC) = 1.2638 * log10(Citations) + -0.4780
Bin 8 [988,988]: log10(RSC) = 0.0000 * log10(Citations) + 3.3067
","[1,4]","[4,12]","[12,36]","[36,91]","[91,341]","[341,673]","[673,988]","[988,988]",0.2331274502839662,0.45280466888577703,0.533469493580663,0.2769001136540385,0.8678741033400007,-0.07676394686403909,1.2004534786862666,-0.5968963956049285,1.2840205282200141,-0.7627541637155162,2.1449693845593742,-3.0909203036348765,1.2637556713719438,-0.47797575454027985,0,3.306665318562849,120896.75707638433,120896.75707633718,0.7683936841072623
Aquatic_Science,"Piecewise Linear Function:
Bin 1 [1,3]: log10(RSC) = 0.2447 * log10(Citations) + 0.4447
Bin 2 [3,11]: log10(RSC) = 0.4989 * log10(Citations) + 0.3133
Bin 3 [11,30]: log10(RSC) = 0.9327 * log10(Citations) + -0.1300
Bin 4 [30,65]: log10(RSC) = 1.4048 * log10(Citations) + -0.8149
Bin 5 [65,158]: log10(RSC) = 1.7727 * log10(Citations) + -1.4574
Bin 6 [158,422]: log10(RSC) = 1.5580 * log10(Citations) + -0.9267
Bin 7 [422,456]: log10(RSC) = 3.6629 * log10(Citations) + -6.5449
Bin 8 [456,971]: log10(RSC) = 0.6419 * log10(Citations) + 1.4876
","[1,3]","[3,11]","[11,30]","[30,65]","[65,158]","[158,422]","[422,456]","[456,971]",0.24466365628370076,0.44474346784787744,0.4989355492040151,0.3132706958484257,0.9326780005676075,-0.13000214785312347,1.4048320515290418,-0.8148981775460877,1.7727469650265923,-1.4574032194864905,1.5579630860496954,-0.9267369723169749,3.662856489598753,-6.5449339430491476,0.6419441907060596,1.4875656524791194,173440.12393517306,173440.12393528118,0.9264172075846779
Archeology,"Piecewise Linear Function:
Bin 1 [1,2]: log10(RSC) = 0.3807 * log10(Citations) + 0.6961
Bin 2 [2,5]: log10(RSC) = 0.5507 * log10(Citations) + 0.6420
Bin 3 [5,14]: log10(RSC) = 0.9108 * log10(Citations) + 0.3892
Bin 4 [14,30]: log10(RSC) = 1.4659 * log10(Citations) + -0.2351
Bin 5 [30,64]: log10(RSC) = 2.0755 * log10(Citations) + -1.1329
Bin 6 [64,134]: log10(RSC) = 1.7750 * log10(Citations) + -0.5979
Bin 7 [134,138]: log10(RSC) = 9.6494 * log10(Citations) + -17.3208
Bin 8 [138,197]: log10(RSC) = 1.3631 * log10(Citations) + 0.4108
","[1,2]","[2,5]","[5,14]","[14,30]","[30,64]","[64,134]","[134,138]","[138,197]",0.3806766641493689,0.6960993656616713,0.5507201962256181,0.6419795936285948,0.9108220562721072,0.38923970112074535,1.46588147560405,-0.23512440002038226,2.0754717789810186,-1.132920299004046,1.775005373601527,-0.5978638059784371,9.64937388193078,-17.3207587151894,1.3631211321423646,0.41082024871756984,236693.53562432094,236693.5356243807,2.974620598262193
Architecture,"Piecewise Linear Function:
Bin 1 [1,2]: log10(RSC) = 0.5073 * log10(Citations) + 0.5918
Bin 2 [2,4]: log10(RSC) = 0.7006 * log10(Citations) + 0.5320
Bin 3 [4,10]: log10(RSC) = 0.9337 * log10(Citations) + 0.4039
Bin 4 [10,23]: log10(RSC) = 1.1681 * log10(Citations) + 0.2003
Bin 5 [23,147]: log10(RSC) = 0.8617 * log10(Citations) + 0.6908
Bin 6 [147,343]: log10(RSC) = 1.1435 * log10(Citations) + -0.0720
Bin 7 [343,343]: log10(RSC) = 0.0000 * log10(Citations) + 2.8685
Bin 8 [343,343]: log10(RSC) = 0.0000 * log10(Citations) + 2.8685
","[1,2]","[2,4]","[4,10]","[10,23]","[23,147]","[147,343]","[343,343]","[343,343]",0.5072523661495518,0.5918340797103603,0.700628894609896,0.5320491180692903,0.9336542720814068,0.4039305842137587,1.1680805955199505,0.20026707988217574,0.8616620868667536,0.6908114684772113,1.1435467066925815,-0.07196887894107018,0,2.868491339832289,0,2.868491339832289,29012.793899948094,29012.793899944445,2.6473942786703253
Artificial_Intelligence,"Piecewise Linear Function:
Bin 1 [1,3]: log10(RSC) = 0.2690 * log10(Citations) + 0.4843
Bin 2 [3,10]: log10(RSC) = 0.4698 * log10(Citations) + 0.3906
Bin 3 [10,35]: log10(RSC) = 0.7681 * log10(Citations) + 0.0913
Bin 4 [35,102]: log10(RSC) = 1.0299 * log10(Citations) + -0.3003
Bin 5 [102,388]: log10(RSC) = 1.1882 * log10(Citations) + -0.6133
Bin 6 [388,1513]: log10(RSC) = 1.2054 * log10(Citations) + -0.6498
Bin 7 [1513,2398]: log10(RSC) = 0.8762 * log10(Citations) + 0.4087
Bin 8 [2398,18621]: log10(RSC) = 1.0287 * log10(Citations) + -0.0567
","[1,3]","[3,10]","[10,35]","[35,102]","[102,388]","[388,1513]","[1513,2398]","[2398,18621]",0.26902468450413314,0.4843439278124177,0.46975048226860733,0.39056610711540235,0.7680884385996306,0.09129698094992988,1.0298939394695472,-0.3003383127687418,1.1882066463722416,-0.61332115152516,1.2054495963530791,-0.6497608478868613,0.8762394161153245,0.40865228814058296,1.0287201405916544,-0.056727742981265816,2328300.493108696,2328300.493118643,0.8283956790611218
Astronomy_and_Astrophysics,"Piecewise Linear Function:
Bin 1 [1,5]: log10(RSC) = 0.2089 * log10(Citations) + 0.4586
Bin 2 [5,14]: log10(RSC) = 0.5505 * log10(Citations) + 0.2326
Bin 3 [14,38]: log10(RSC) = 0.9896 * log10(Citations) + -0.2729
Bin 4 [38,88]: log10(RSC) = 1.3130 * log10(Citations) + -0.7706
Bin 5 [88,270]: log10(RSC) = 1.4401 * log10(Citations) + -1.0067
Bin 6 [270,932]: log10(RSC) = 1.2709 * log10(Citations) + -0.6086
Bin 7 [932,1106]: log10(RSC) = 2.1569 * log10(Citations) + -3.2232
Bin 8 [1106,6732]: log10(RSC) = 0.6662 * log10(Citations) + 1.3796
","[1,5]","[5,14]","[14,38]","[38,88]","[88,270]","[270,932]","[932,1106]","[1106,6732]",0.20890248378439863,0.45855957089841365,0.5504853437955067,0.23258089810176508,0.9896496455374435,-0.27285060499524794,1.3129770429268668,-0.7705979902223168,1.4400832266757493,-1.0066524241556052,1.2709322978115896,-0.6085558628787768,2.156942248911956,-3.2231908626468972,0.6661800299174632,1.3795784644388323,884820.6603249138,884820.6603256501,0.7491033577002808
Atmospheric_Science,"Piecewise Linear Function:
Bin 1 [1,4]: log10(RSC) = 0.2194 * log10(Citations) + 0.4063
Bin 2 [4,13]: log10(RSC) = 0.5799 * log10(Citations) + 0.1787
Bin 3 [13,31]: log10(RSC) = 1.0622 * log10(Citations) + -0.3489
Bin 4 [31,70]: log10(RSC) = 1.3736 * log10(Citations) + -0.8033
Bin 5 [70,202]: log10(RSC) = 1.4909 * log10(Citations) + -1.0069
Bin 6 [202,723]: log10(RSC) = 1.2872 * log10(Citations) + -0.5128
Bin 7 [723,968]: log10(RSC) = 1.4724 * log10(Citations) + -1.1034
Bin 8 [968,3813]: log10(RSC) = 0.5260 * log10(Citations) + 1.7599
","[1,4]","[4,13]","[13,31]","[31,70]","[70,202]","[202,723]","[723,968]","[968,3813]",0.21941839641935074,0.4062796387219273,0.5799445220839461,0.1787134653363861,1.0621980650774414,-0.34885155195511686,1.3736010122945304,-0.803258701540327,1.4908942433396213,-1.006935993444845,1.287241927301479,-0.5128006911422425,1.4723622193695376,-1.103370610494272,0.5259828717907186,1.759936286851178,530951.2244394943,530951.2244386403,0.7764806029311462
Atomic_and_Molecular_Physics_and_Optics,"Piecewise Linear Function:
Bin 1 [1,4]: log10(RSC) = 0.2363 * log10(Citations) + 0.4068
Bin 2 [4,12]: log10(RSC) = 0.5629 * log10(Citations) + 0.2160
Bin 3 [12,33]: log10(RSC) = 0.9245 * log10(Citations) + -0.1651
Bin 4 [33,82]: log10(RSC) = 1.2153 * log10(Citations) + -0.6011
Bin 5 [82,256]: log10(RSC) = 1.3950 * log10(Citations) + -0.9358
Bin 6 [256,744]: log10(RSC) = 1.4189 * log10(Citations) + -0.9734
Bin 7 [744,854]: log10(RSC) = 2.9564 * log10(Citations) + -5.3316
Bin 8 [854,1539]: log10(RSC) = 2.1484 * log10(Citations) + -2.9939
","[1,4]","[4,12]","[12,33]","[33,82]","[82,256]","[256,744]","[744,854]","[854,1539]",0.23628819915866073,0.4067644836744092,0.5629060239670755,0.21599542607968392,0.9245023534728359,-0.16514371834339414,1.2153463377321332,-0.601111383090879,1.3949925521727071,-0.9358313712401494,1.4188825366146312,-0.9733507571267985,2.9564335342759347,-5.331585268982126,2.1483886387135875,-2.9938547624011576,912465.741560586,912465.7415627374,0.7708329038138324
Automotive_Engineering,"Piecewise Linear Function:
Bin 1 [1,4]: log10(RSC) = 0.2238 * log10(Citations) + 0.4674
Bin 2 [4,15]: log10(RSC) = 0.4782 * log10(Citations) + 0.3119
Bin 3 [15,44]: log10(RSC) = 0.8557 * log10(Citations) + -0.1278
Bin 4 [44,104]: log10(RSC) = 1.2858 * log10(Citations) + -0.8257
Bin 5 [104,295]: log10(RSC) = 1.6622 * log10(Citations) + -1.5864
Bin 6 [295,615]: log10(RSC) = 2.0925 * log10(Citations) + -2.7096
Bin 7 [615,785]: log10(RSC) = 1.5822 * log10(Citations) + -1.2603
Bin 8 [785,938]: log10(RSC) = 5.6141 * log10(Citations) + -12.9398
","[1,4]","[4,15]","[15,44]","[44,104]","[104,295]","[295,615]","[615,785]","[785,938]",0.2238318170017828,0.4673603634543097,0.4782039374485717,0.3118706138851399,0.8556627481523382,-0.12776064727641923,1.2857715043190037,-0.8256628220611772,1.662159641275448,-1.5863575981155473,2.09250839867376,-2.709594579833794,1.582202025733876,-1.2602816246991648,5.614095043904837,-12.93977069598711,526590.3784381512,526590.3784377697,0.7083930892585564
Behavioral_Neuroscience,"Piecewise Linear Function:
Bin 1 [1,5]: log10(RSC) = 0.2079 * log10(Citations) + 0.4058
Bin 2 [5,15]: log10(RSC) = 0.6294 * log10(Citations) + 0.1091
Bin 3 [15,36]: log10(RSC) = 1.0525 * log10(Citations) + -0.3739
Bin 4 [36,82]: log10(RSC) = 1.3531 * log10(Citations) + -0.8397
Bin 5 [82,244]: log10(RSC) = 1.5487 * log10(Citations) + -1.2587
Bin 6 [244,487]: log10(RSC) = 1.5818 * log10(Citations) + -1.2516
Bin 7 [487,487]: log10(RSC) = 0.0000 * log10(Citations) + 2.9956
Bin 8 [487,487]: log10(RSC) = 0.0000 * log10(Citations) + 2.9956
","[1,5]","[5,15]","[15,36]","[36,82]","[82,244]","[244,487]","[487,487]","[487,487]",0.20789279232010005,0.40576066146728595,0.6294337220630601,0.10907899464870863,1.0525228930284392,-0.37389781162645397,1.3531060570811362,-0.8396658287225529,1.5486882949226712,-1.2587425090784863,1.5818017869880945,-1.251634845446107,0,2.99562135581088,0,2.99562135581088,43168.43561420879,43168.43561419971,0.682267600426868
Biochemistry,"Piecewise Linear Function:
Bin 1 [1,5]: log10(RSC) = 0.2029 * log10(Citations) + 0.4179
Bin 2 [5,16]: log10(RSC) = 0.5821 * log10(Citations) + 0.1449
Bin 3 [16,40]: log10(RSC) = 1.0359 * log10(Citations) + -0.3905
Bin 4 [40,91]: log10(RSC) = 1.3430 * log10(Citations) + -0.8689
Bin 5 [91,256]: log10(RSC) = 1.5652 * log10(Citations) + -1.3062
Bin 6 [256,619]: log10(RSC) = 1.5616 * log10(Citations) + -1.3412
Bin 7 [619,777]: log10(RSC) = 2.0568 * log10(Citations) + -2.6359
Bin 8 [777,875]: log10(RSC) = 4.0848 * log10(Citations) + -8.5026
","[1,5]","[5,16]","[16,40]","[40,91]","[91,256]","[256,619]","[619,777]","[777,875]",0.20285156362975015,0.4178766137529463,0.5820509248153297,0.1448938738649751,1.0359282244753003,-0.3904525347857679,1.343000098899012,-0.8688704083294712,1.565152203391719,-1.3062343243395116,1.5616364359662158,-1.3412121496122036,2.0567959488836656,-2.6359337286881366,4.084766650093178,-8.502577216979558,241352.71693343535,241352.7169334784,0.6567635322335297
